"","Var.1","Library","City.ortown","Image","Dategranted","Grantamount","Location","Notes","state","Municipality","Status","Town"
"1265",4,"Collinsville","Collinsville",NA,"Jun 1, 1915","$7,500","1223 W Main St","","Oklahoma",NA,NA,NA
"1266",5,"Cordell","Cordell",NA,"Jan 6, 1911","$9,000","105 E 1st St","Location of Washita County Historical Society museum since 1981","Oklahoma",NA,NA,NA
"1267",6,"El Reno","El Reno",NA,"Nov 25, 1903","$12,500","215 E. Wade","","Oklahoma",NA,NA,NA
"1268",7,"Elk City","Elk City",NA,"Apr 13, 1914","$10,000","221 West Broadway","","Oklahoma",NA,NA,NA
"1269",8,"Enid","Enid",NA,"Feb 20, 1904","$25,000","402 North Independence Avenue","Razed in 1972","Oklahoma",NA,NA,NA
"1270",9,"Frederick","Frederick",NA,"Sep 25, 1914","$10,000","200 East Grand","","Oklahoma",NA,NA,NA
"1271",10,"Guthrie","Guthrie",NA,"Oct 17, 1901","$26,000","406 E Oklahoma Ave","Now part of the Oklahoma Territorial Museum","Oklahoma",NA,NA,NA
"1272",11,"Hobart","Hobart",NA,"May 2, 1911","$10,000","200 S Main","","Oklahoma",NA,NA,NA
"1273",12,"Lawton","Lawton",NA,"Mar 31, 1916","$20,000","5th & ""B"" Avenue","Currently Lawton town hall","Oklahoma",NA,NA,NA
"1274",13,"McAlester","McAlester",NA,"Mar 24, 1906","$25,000","325 E. Grand Avenue","Razed in 1973","Oklahoma",NA,NA,NA
"1275",14,"Miami","Miami",NA,"Mar 15, 1916","$10,000","200 N. Main","Razed in 1962","Oklahoma",NA,NA,NA
"1276",15,"Muskogee","Muskogee",NA,"Aug 30, 1910","$60,000","401 E. Broadway","Currently occupied by Ark of Faith","Oklahoma",NA,NA,NA
"1277",16,"Oklahoma City","Oklahoma City",NA,"Oct 27, 1899","$60,000","131 Dean A. McGee Avenue","Razed in 1951","Oklahoma",NA,NA,NA
"1278",17,"Perry","Perry",NA,"Feb 13, 1909","$10,000","302 North 7th Street","","Oklahoma",NA,NA,NA
"1279",18,"Ponca City","Ponca City",NA,"Aug 29, 1908","$6,500","Grand Avenue and Fifth Street","Razed in 1935","Oklahoma",NA,NA,NA
"1280",19,"Sapulpa","Sapulpa",NA,"Jan 28, 1916","$25,000","27 W Dewey","","Oklahoma",NA,NA,NA
"1281",20,"Shawnee","Shawnee",NA,"Jun 2, 1904","$15,500","331 North Broadway","Now the District Attorney's office","Oklahoma",NA,NA,NA
"1282",21,"Tahlequah","Tahlequah",NA,"Mar 25, 1905","$10,000","120 S. College Ave","A new building was attached to the Carnegie building and was dedicated in 1978. This new addition currently serves as the primary library facility while the Carnegie building serves as a meeting and special occasion area, still in use by the Tahlequah Public Library.","Oklahoma",NA,NA,NA
"1283",22,"Tulsa","Tulsa",NA,"Nov 30, 1910","$55,000","3rd and Cheyenne","Razed in 1965","Oklahoma",NA,NA,NA
"1284",23,"University of Oklahoma","Norman",NA,"February 20, 1903","$30,000","650 Parrington Oval","Now the Department of Classics and Letters, the Institute for the American Constitutional Heritage, and the Office of Academic Integrity","Oklahoma",NA,NA,NA
"1285",24,"Wagoner","Wagoner",NA,"Dec 7, 1911","$10,000","102 South State","","Oklahoma",NA,NA,NA
"1286",25,"Woodward","Woodward",NA,"Dec 3, 1915","$10,000","1207 8th Street","","Oklahoma",NA,NA,NA
"1287",1,"Albany Carnegie Library (Albany, Oregon)","Albany","","Apr 8, 1911","$12,500","","Part of the Monteith Historic District (info)","Oregon",NA,NA,NA
"1288",2,"Ashland Carnegie Library","Ashland","","Jun 25, 1909","$15,000","","","Oregon",NA,NA,NA
"1289",3,"Baker City Carnegie Library","Baker City","","Dec 13, 1907","$25,000","2020 Auburn Ave, Baker City, OR, 97814","Now known as the Crossroads Arts Center and part of the Baker Historic District (info)","Oregon",NA,NA,NA
"1290",NA,"Coos Bay Carnegie Library – See Marshfield Carnegie Library, below","Coos Bay Carnegie Library – See Marshfield Carnegie Library, below","Coos Bay Carnegie Library – See Marshfield Carnegie Library, below","Coos Bay Carnegie Library – See Marshfield Carnegie Library, below","Coos Bay Carnegie Library – See Marshfield Carnegie Library, below","Coos Bay Carnegie Library – See Marshfield Carnegie Library, below","","Oregon",NA,NA,NA
"1291",4,"Dallas Carnegie Library","Dallas","","Dec 7, 1911","$10,000","","New library opened in 1990.[3]","Oregon",NA,NA,NA
"1292",5,"Enterprise Carnegie Library","Enterprise","","Jan 31, 1913","$5,000","","On the National Register of Historic Places (NRHP).","Oregon",NA,NA,NA
"1293",6,"Eugene Carnegie Library","Eugene","","Dec 14, 1903","$10,000","","Demolished[citation needed]","Oregon",NA,NA,NA
"1294",7,"Grants Pass Carnegie Library","Grants Pass","","Nov 18, 1903","$12,500","","Built in 1921, it was the last-built Carnegie library in Oregon. Demolished in 1959.","Oregon",NA,NA,NA
"1295",8,"Gresham Carnegie Library","Gresham","","Feb 21, 1901","—","410 N. Main St.Gresham, OR","The building is on the National Register of Historic Places (NRHP) and is no longer part of the Multnomah County Library system. It is also known as the Gresham Pioneer Museum. (info)","Oregon",NA,NA,NA
"1296",9,"Hermiston Carnegie Library","Hermiston","","Jan 6, 1915","$5,000","215 E Gladys Ave, Hermiston, OR 97838","","Oregon",NA,NA,NA
"1297",10,"Hillsboro Carnegie Library","Hillsboro","","Nov 3, 1913","$10,000","","","Oregon",NA,NA,NA
"1298",11,"Hood River Carnegie Library","Hood River","","Dec 3, 1912","$17,500","","On the National Register of Historic Places (NRHP)","Oregon",NA,NA,NA
"1299",12,"Klamath Falls Carnegie Library","Klamath Falls","","Mar 14, 1913","$20,000","N. Alameda Ave. and Monclaire St.","Open 1914–1928, then used as a county public library and a high school library until 1957. Demolished to make room for school cafeteria in 1958.","Oregon",NA,NA,NA
"1300",13,"La Grande Carnegie Library","La Grande","","Apr 2, 1913","$12,500","","","Oregon",NA,NA,NA
"1301",14,"Marshfield Carnegie Library","Marshfield","","Apr 28, 1913","$12,500","515 W. Market St.Coos Bay, OR","Marshfield is now known as Coos Bay. The building is listed as the Coos Bay Carnegie Library in the National Register of Historic Places and is also known as the Coos Old Museum. (info)","Oregon",NA,NA,NA
"1302",15,"McMinnville Carnegie Library","McMinnville","","Jan 6, 1912","$10,000","","(info)","Oregon",NA,NA,NA
"1303",16,"Medford Carnegie Library","Medford","","Jan 6, 1911","$20,000","","On the National Register of Historic Places (NRHP)","Oregon",NA,NA,NA
"1304",17,"Milton Carnegie Library","Milton","","Jan 6, 1915","$7,500","","Milton is now part of Milton-Freewater","Oregon",NA,NA,NA
"1305",18,"Newberg Public Library","Newberg","","Mar 18, 1911","$10,000","","","Oregon",NA,NA,NA
"1306",19,"Ontario Carnegie Library","Ontario","","Dec 3, 1912","$7,500","","Demolished in 1964, but photo exists at ontariocommunitylibrary.org","Oregon",NA,NA,NA
"1307",20,"Oregon City Carnegie Library","Oregon City","","Dec 23, 1911","$12,500","606 John Adams Street, Oregon City, OR 97045","Built in 1912–13.  Currently in use as the City Public Library.  Listed on the National Register of Historic Places.","Oregon",NA,NA,NA
"1308",21,"Albina Carnegie Library","Portland","","Feb 21, 1901","$165,000","216 NE Knott Street, Portland, OR 97212","This building is now in use as Multnomah County Library's ""Title Wave Used Bookstore"".[4]","Oregon",NA,NA,NA
"1309",22,"Arleta Carnegie Library","Portland","","Feb 21, 1901","—","","The building is no longer part of the Multnomah County Library system.","Oregon",NA,NA,NA
"1310",23,"East Portland Carnegie Library","Portland","","Feb 21, 1901","—","","The building is on the National Register of Historic Places (NRHP) and is no longer part of the Multnomah County Library system.","Oregon",NA,NA,NA
"1311",24,"North Portland Library","Portland","","1912[5]","—","","Still part of the Multnomah County Library system","Oregon",NA,NA,NA
"1312",25,"St. Johns Carnegie Library","Portland","","Feb 21, 1901","—","","St. Johns was formerly a separate city, annexed by Portland in 1915. This library is still part of the Multnomah County Library system.","Oregon",NA,NA,NA
"1313",26,"South Portland Carnegie Library","Portland","","Feb 21, 1901","—","","No longer part of the Multnomah County Library system","Oregon",NA,NA,NA
"1314",27,"Salem Carnegie Library","Salem","","Dec 24, 1907","$27,500","","Owned by Willamette University","Oregon",NA,NA,NA
"1315",28,"The Dalles Carnegie Library","The Dalles","","Mar 9, 1907","$10,000","","On the National Register of Historic Places (NRHP)","Oregon",NA,NA,NA
"1316",29,"Umatilla County Library","Pendleton","","Jan 6, 1915","$25,000","214 N. Main St.Pendleton, OR","On the National Register of Historic Places (NRHP).  Building now serves as the Pendleton Center for the Arts.","Oregon",NA,NA,NA
"1317",30,"Union Carnegie Library","Union","","Apr 25, 1911","$5,500","","Cornerstone shows 1912","Oregon",NA,NA,NA
"1318",31,"Woodburn Carnegie Library","Woodburn","","Jan 14, 1914","$10,000","","","Oregon",NA,NA,NA
"1319",1,"Allegheny","Allegheny County—North Side of Pittsburgh, formerly known as Allegheny City",NA,"1886","$481,012","6 Allegheny Square East","The first Carnegie Library in the US to be commissioned and the second to open. Dedicated by Carnegie and U.S. President Benjamin Harrison on February 20, 1890. Also houses the first Carnegie Hall in the US, which is now used by the New Hazlett Theater. And starting in 2017, the library space is being renovated and being turned into the Museum Lab, which is a part of the Children's Museum across the street, and will open in April 2019.","Pennsylvania",NA,NA,NA
"1320",2,"Beaver Falls","Beaver Falls, Beaver County",NA,"Aug 15, 1899","$50,000","1301 7th Ave.","The 20th Carnegie Library in the U.S. to be commissioned.","Pennsylvania",NA,NA,NA
"1321",3,"Braddock","Allegheny County -- Braddock",NA,"1887","$357,782","419 Library St.40°24′07″N 79°51′56″W﻿ / ﻿40.401869°N 79.865425°W﻿ / 40.401869; -79.865425﻿ (Public Library, Braddock, PA)","The first Carnegie Library in the US to open and the second to be commissioned. Dedicated by Carnegie and U.S. President Benjamin Harrison on March 30, 1889. Originally, it was not a publicly supported library but was fully funded by the Carnegie Steel Co. and governed by its officials. The first of four such libraries in the US to be fully endowed.  An 1893 expansion doubled the size of the building and includes the third Carnegie Music Hall in the US, a Gymnasium, and a swimming pool (currently out of use).","Pennsylvania",NA,NA,NA
"1322",4,"Bradford","Bradford, McKean County",NA,"Jan 19, 1900","$40,000","27 Congress St.","Now a restaurant","Pennsylvania",NA,NA,NA
"1323",5,"Butler","Butler, Butler County",NA,"May 3, 1917","$37,000","218 N. McKean St.","The last library commissioned by Carnegie in Pennsylvania and among the last in the entire country. Opened 1921; renovated 1966 and 2003","Pennsylvania",NA,NA,NA
"1324",6,"Carnegie","Allegheny County -- Carnegie",NA,"Apr 26, 1898","$310,000","300 Beechwood Ave.","The seventh Carnegie Library in the USA commissioned and the third to be fully endowed. Opened May 1, 1901. Official name: Andrew Carnegie Free Library. Of the 2,509 libraries built by Andrew Carnegie, it was the only public library granted permission to use both his first and last names. In addition to the library, it includes a 788-seat Music Hall, 140-seat Lecture Hall, Civil War Museum, and a small in-town park.[4]","Pennsylvania",NA,NA,NA
"1325",7,"Connellsville","Connellsville, Fayette County",NA,"Apr 22, 1899","$75,000","299 S. Pittsburgh St.","The 13th library in the US to receive a grant.","Pennsylvania",NA,NA,NA
"1326",8,"Corry","Corry, Erie County",NA,"Nov 9, 1916","$15,000","203 N. Center St.","Now a restaurant","Pennsylvania",NA,NA,NA
"1327",9,"Duquesne","Allegheny County -- Duquesne",NA,"Jan 23, 1901","$310,000","","The fourth and final library to be fully endowed. Carnegie had a Steel Mill here. Demolished in June 1968","Pennsylvania",NA,NA,NA
"1328",10,"Easton","Easton, Northampton County",NA,"Jul 4, 1901","$57,500","515 Church St.","","Pennsylvania",NA,NA,NA
"1329",11,"Edgewood","Allegheny County -- Edgewood",NA,"May 8, 1914","$12,500","1 Pennwood Ave.","C.C. Mellor Memorial Library, opened September 1, 1916. Named for Charles C. Mellor, one of the original trustees, appointed by Andrew Carnegie, of the Carnegie Library of Pittsburgh.","Pennsylvania",NA,NA,NA
"1330",12,"Hamburg","Hamburg, Berks County",NA,"Feb 20, 1903","$10,000","35 N. 3rd St.","","Pennsylvania",NA,NA,NA
"1331",13,"Homestead","Allegheny County -- Munhall",NA,"Nov 27, 1896","$322,067","510 E. 10th Ave.","The sixth Carnegie Library in the US to be commissioned and the second to be fully endowed. It was the 7th to open—the Lawrenceville branch of Pittsburgh, commissioned at the same time as its main branch, opened 6 months earlier. Also contains a Carnegie Music Hall, a lecture hall, a gymnasium, a swimming pool, and a bowling alley.","Pennsylvania",NA,NA,NA
"1332",14,"Johnstown","Johnstown, Cambria County",NA,"Mar 9, 1890","$55,332","304 Washington St.","The fourth Carnegie Library commissioned in the US and the first outside of Allegheny County, Pennsylvania. Now the Johnstown Flood Museum.","Pennsylvania",NA,NA,NA
"1333",15,"Mansfield","Mansfield, Tioga County",NA,"Mar 29, 1911","$5,000","71 N. Main St.","","Pennsylvania",NA,NA,NA
"1334",16,"McKeesport","Allegheny County -- McKeesport",NA,"Apr 2, 1899","$50,000","1507 Library Ave.","The 12th library in the US to receive a grant.","Pennsylvania",NA,NA,NA
"1335",17,"Midland","Midland, Beaver County",NA,"May 8, 1914","$20,000","61 9th St.","","Pennsylvania",NA,NA,NA
"1336",18,"North Bessemer","Allegheny County -- Penn Hills",NA,"May 1, 1901","$20,600","","Demolished in the 1950s","Pennsylvania",NA,NA,NA
"1337",19,"Oakmont","Allegheny County -- Oakmont",NA,"Jan 24, 1899","$25,000","700 Allegheny River Blvd.","The tenth library in the US to receive a grant.","Pennsylvania",NA,NA,NA
"1338",20,"Oil City","Oil City, Venango County",NA,"Apr 12, 1900","$44,000","2 Central Ave.","","Pennsylvania",NA,NA,NA
"1339",21,"Phoenixville","Phoenixville, Chester County",NA,"Mar 9, 1901","$20,000","183 2nd Ave.","","Pennsylvania",NA,NA,NA
"1340",22,"Pittsburgh Main","Allegheny County -- Pittsburgh",NA,"Feb 6, 1890","$1,160,614[5]","4400 Forbes Ave.","The third Carnegie Library commissioned in the US and the first to have multiple branches. Main library dedicated November 5, 1895, at which time Carnegie announced an additional gift to enlarge the building. The mammoth structure in the Oakland neighborhood of Pittsburgh contains the Main Library, Carnegie Music Hall (the fourth to open in the USA), Carnegie Museum of Natural History, and Carnegie Museum of Art.","Pennsylvania",NA,NA,NA
"1341",23,"Pittsburgh East Liberty","Pittsburgh",NA,"Feb 6, 1890","—","","Opened 1905, demolished in the 1960s. In 1967 a new Carnegie library opened at a different location in East Liberty. That structure was renovated in 2010 by Edge Studio.","Pennsylvania",NA,NA,NA
"1342",24,"Pittsburgh Hazelwood","Pittsburgh",NA,"Feb 6, 1890","—","4748 Monongahela St.","Open 1900–2004, the eleventh Carnegie funded library to open in America.","Pennsylvania",NA,NA,NA
"1343",25,"Pittsburgh Homewood","Pittsburgh",NA,"?","$160,500 [6]","7101 Hamilton Ave.","Opened 1910, it was not part of Carnegie's original grant to Pittsburgh but part of a later gift. It's the last library Carnegie built in the city of Pittsburgh and is much bigger than a typical branch building. It's the library featured in episodes of the PBS show Mr. Rogers Neighborhood. Includes 300 seat auditorium. Renovated 2004.","Pennsylvania",NA,NA,NA
"1344",26,"Pittsburgh Lawrenceville","Pittsburgh",NA,"Feb 6, 1890","—","279 Fisk St.","Opened May 10, 1898. The 6th Carnegie Library to open in the US, it was the first 'self-service' library using an open-stacks policy. It was planned so one librarian could oversee the entire operation with a circulation desk flanked by turnstiles that admitted readers to the open stacks one at a time.  Also the first library to have a room for children. The reading rooms were separated by walls that became glass partitions above waist level—under the watchful eye of the librarian.[1][7]","Pennsylvania",NA,NA,NA
"1345",27,"Pittsburgh Mount Washington","Pittsburgh",NA,"Feb 6, 1890","—","315 Grandview Ave.","Opened 1900, the tenth Carnegie funded library to open in America","Pennsylvania",NA,NA,NA
"1346",28,"Pittsburgh South Side","Pittsburgh",NA,"Feb 6, 1890","—","2205 E. Carson St.","Opened January 30, 1908, the last of those which were financed from Mr. Carnegie's original gift to the City.","Pennsylvania",NA,NA,NA
"1347",29,"Pittsburgh West End","Pittsburgh",NA,"Feb 6, 1890","—","47 Wabash St.","Opened January 31, 1899. The eighth Carnegie funded library to open in America. It was Carnegie's second library (after Lawrenceville branch) to have open shelves for patrons and second neighborhood branch—which he scaled down considerably from the huge structures built as central libraries and cultural centers such as Braddock, Allegheny, Homestead, and Pittsburgh Main Branch.","Pennsylvania",NA,NA,NA
"1348",30,"Pittsburgh Wylie Avenue","Pittsburgh",NA,"Feb 6, 1890","—","1911 Wylie Ave.","Open 1899–1982, The ninth Carnegie funded library to open in America. Now a mosque","Pennsylvania",NA,NA,NA
"1349",31,"Pottsville","Pottsville, Schuylkill County",NA,"Jan 28, 1916","$45,000","215 W. Market St.","","Pennsylvania",NA,NA,NA
"1350",32,"Reading","Reading, Berks County",NA,"Apr 16, 1910","$111,180","100 S. 5th St.","Dedicated May 15, 1913","Pennsylvania",NA,NA,NA
"1351",33,"Ridley Park","Ridley Park, Delaware County",NA,"Jun 24, 1911","$10,000","107 E. Ward St.","Dedicated July 4, 1912","Pennsylvania",NA,NA,NA
"1352",34,"Swissvale","Allegheny County -- Swissvale",NA,"Nov 17, 1914","$25,000","1800 Monongahela Ave.","Opened February 1918. The last Library built by Carnegie in his adopted home of Allegheny County.","Pennsylvania",NA,NA,NA
"1353",1,"Anderson","Anderson",NA,"Mar 14, 1905","$18,700","405 N. Main St.","Open 1908–1971, now an arts center","South Carolina",NA,NA,NA
"1354",2,"Beaufort","Beaufort",NA,"Sep 25, 1914","$7,500","701 Craven St.","Open 1918–1964","South Carolina",NA,NA,NA
"1355",3,"Camden","Camden",NA,"Nov 17, 1914","$5,000","1314 Broad St.","Open 1916–1973, now a museum","South Carolina",NA,NA,NA
"1356",4,"Charleston","Charleston",NA,"Feb 26, 1914","$5,000","164 King St.","Not a public library","South Carolina",NA,NA,NA
"1357",5,"Darlington","Darlington",NA,"May 15, 1916","$10,000","127 N. Main St.","Open 1920–1988","South Carolina",NA,NA,NA
"1358",6,"Gaffney","Gaffney",NA,"Apr 2, 1913","$7,500","210 N. Limestone St.","Open 1914–1972, now county offices","South Carolina",NA,NA,NA
"1359",7,"Greenwood","Greenwood",NA,"May 15, 1916","$12,500","","Open 1917–1958, demolished in the 1960s","South Carolina",NA,NA,NA
"1360",8,"Honea Path","Honea Path",NA,"Mar 7, 1907","$5,000","318 N. Shirley Ave.","Opened 1908","South Carolina",NA,NA,NA
"1361",9,"Kingstree","Kingstree",NA,"Apr 19, 1915","$6,000","135 Hampton Ave.","Open 1917–2001, now a museum","South Carolina",NA,NA,NA
"1362",10,"Latta","Latta",NA,"Apr 3, 1912","$5,000","101 N. Marion St.","Opened 1914","South Carolina",NA,NA,NA
"1363",11,"Marion","Marion",NA,"Nov 16, 1904","$7,500","101 E. Court St.","Opened 1905","South Carolina",NA,NA,NA
"1364",12,"Spartanburg","Spartanburg",NA,"Jun 23, 1903","$15,000","","Opened 1906, demolished c.1956","South Carolina",NA,NA,NA
"1365",13,"Sumter","Sumter",NA,"Sep 29, 1915","$10,000","219 W. Liberty St.","Open 1917–1968, now the county genealogical society","South Carolina",NA,NA,NA
"1366",14,"Union","Union",NA,"Jan 13, 1903","$10,000","300 E. South St.","Opened 1905","South Carolina",NA,NA,NA
"1367",1,"Aberdeen","Aberdeen",NA,"Mar 14, 1901","$15,000","","Open 1902–1950","South Dakota",NA,NA,NA
"1368",2,"Armour","Armour",NA,"Feb 26, 1914","$7,500","915 Main St.","","South Dakota",NA,NA,NA
"1369",3,"Britton","Britton",NA,"May 8, 1914","$7,500","","Open 1921–2002, demolished for school expansion","South Dakota",NA,NA,NA
"1370",4,"Brookings","Brookings",NA,"Dec 13, 1907","$10,000","524 4th St.","Open 1915–1976, now the Brookings Arts Council","South Dakota",NA,NA,NA
"1371",5,"Canton","Canton",NA,"Dec 2, 1904","$10,000","","Now a day care center","South Dakota",NA,NA,NA
"1372",6,"Dallas","Dallas",NA,"Apr 28, 1913","$5,000","405 Main St.","Opened September 18, 1914","South Dakota",NA,NA,NA
"1373",7,"Deadwood","Deadwood",NA,"Apr 11, 1902","$15,000","435 Williams St.","","South Dakota",NA,NA,NA
"1374",8,"Dell Rapids","Dell Rapids",NA,"Nov 20, 1908","$6,000","513 N. Orleans Ave.","","South Dakota",NA,NA,NA
"1375",9,"Hot Springs","Hot Springs",NA,"Mar 9, 1907","$10,000","145 N. Chicago St.","Now an insurance office","South Dakota",NA,NA,NA
"1376",10,"Huron","Huron",NA,"Dec 13, 1907","$10,000","","Open 1909–1965","South Dakota",NA,NA,NA
"1377",11,"Lake Andes","Lake Andes",NA,"Nov 21, 1911","$5,000","500 Main St.","","South Dakota",NA,NA,NA
"1378",12,"Madison","Madison",NA,"Jan 16, 1906","$10,000","209 E. Center St.","","South Dakota",NA,NA,NA
"1379",13,"Milbank","Milbank",NA,"Apr 11, 1905","$7,000","211 S. 3rd St.","Closed 1979, now a museum","South Dakota",NA,NA,NA
"1380",14,"Mitchell","Mitchell",NA,"Jan 10, 1902","$12,000","119 W. 3rd Ave.","Now houses historical and genealogical societies","South Dakota",NA,NA,NA
"1381",15,"Pierre","Pierre",NA,"Mar 20, 1903","$12,500","","Open 1905–1972. Heavily damaged by fire in 1994, demolished 1995","South Dakota",NA,NA,NA
"1382",16,"Rapid City","Rapid City",NA,"Mar 11, 1914","$12,500","604 Kansas City St.","","South Dakota",NA,NA,NA
"1383",17,"Redfield","Redfield",NA,"Mar 14, 1902","$10,000","5 E. 5th Ave.","Opened in 1902","South Dakota",NA,NA,NA
"1384",18,"Sioux Falls","Sioux Falls",NA,"Jan 24, 1901","$30,000","235 W. 10th St.","Open 1903–1972, now the town hall","South Dakota",NA,NA,NA
"1385",19,"Sisseton","Sisseton",NA,"Jun 11, 1914","$7,500","215 Oak St. E","","South Dakota",NA,NA,NA
"1386",20,"Tyndall","Tyndall",NA,"Dec 3, 1915","$7,500","110 W. 17th Ave.","","South Dakota",NA,NA,NA
"1387",21,"Vermillion","Vermillion",NA,"Feb 20, 1903","$10,000","12 Church St.","","South Dakota",NA,NA,NA
"1388",22,"Wagner","Wagner",NA,"Jun 1, 1915","$5,000","","","South Dakota",NA,NA,NA
"1389",23,"Watertown","Watertown",NA,"Apr 13, 1903","$10,000","27 1st Ave. SE","Open 1906–1967, now a museum","South Dakota",NA,NA,NA
"1390",24,"Wessington Springs","Wessington Springs",NA,"May 3, 1917","$7,000","109 W. Main St.","","South Dakota",NA,NA,NA
"1391",25,"Yankton","Yankton",NA,"Mar 14, 1902","$12,000","4th and Capitol Sts.","","South Dakota",NA,NA,NA
"1392",1,"Brownsville Carnegie Library","Brownsville",NA,"Dec 2, 1909","$7,500","121 W. Main St.","Built 1910-1912; open 1912–2002, now Chamber of Commerce; possibly designed by Neander M. Woods, Jr., Memphis; rehabbed 1993[3] Listed on National Register of Historic Places in 2018.","Tennessee",NA,NA,NA
"1393",2,"Old Library Building","Chattanooga",NA,"Dec 27, 1900","$50,000","200 E. 8th St.","Built 1903-1905; open 1905–1940, rehabbed late 1960s for priivate offices; listed on National Register of Historic Places, 1973; designed by Reuben H. Hunt, Chattanooga, TN[4]","Tennessee",NA,NA,NA
"1394",3,"Etowah","Etowah",NA,"Sep 29, 1915","$8,000","723-725 Ohio Ave.","Built 1915-1916; still functions as a library; also serves as Etowah's city hall; designed by unnamed local architect/engineer/draftsman; listed on National Register of Historic Places, 2003[5]","Tennessee",NA,NA,NA
"1395",4,"Greeneville","Greeneville",NA,"Nov 3, 1913","$10,000","109 West Summer St.","Built 1914-1915; closed 1970s; listed on National Register of Historic Places, 1974; designed by Aaron T. Simmons, Bloomington, IL; also women's rest room until 1975; National Guard headquarters late 1970s; vacant[6]","Tennessee",NA,NA,NA
"1396",5,"Harriman","Harriman",NA,"Nov 20, 1908","$10,000","601 Walden St.","Built 1909-1910; still in use as a public library; listed on National Register of Historic Places, 1989; designed by Paul O. Moratz, Bloomington, IL[7]","Tennessee",NA,NA,NA
"1397",6,"Jackson","Jackson",NA,"Feb 13, 1901","$30,000","305 E. College St.","Built 1901-1903; closed 1968, rehabbed 1981 as an art and history center; listed on National Register of Historic Places, 1975; designed by Anthony Ten Eyck Brown and Frederick H. Brown, Nashville[8]","Tennessee",NA,NA,NA
"1398",7,"Johnson City","Johnson City",NA,"Dec 23, 1902","$16,000","","Built 1902-1904, Mountain Branch of the National Home for Disabled Volunteer Soldiers, now a lecture hall; National Historic Landmark; designed by Joseph H. Freeland, NYC; rehabbed 1998[9]","Tennessee",NA,NA,NA
"1399",8,"Knoxville","Knoxville",NA,"May 15, 1916","$10,000","","Built 1916-1918; Free Colored Carnegie Branch, demolished 1965; designed by Albert B. Baumann, Knoxville; closed 1965[10]","Tennessee",NA,NA,NA
"1400",9,"Nashville Main","Nashville",NA,"Jul 23, 1901","$100,000","222 8th Ave. N.","Built 1904; demolished 1963; designed by Albert Randolph Ross, NYC, with Thompson, Gibel & Asmus, Nashville (Supervising Architects); integrated 1949-1954; closed 1963 and replaced with Ben West Library 1963-1965[11]","Tennessee",NA,NA,NA
"1401",10,"Nashville Carnegie","Nashville",NA,"January 31, 1912","$25,000","1001 Monroe St.","Built 1913-1915, still in use as a public library; listed on National Register of Historic Places, 1980; designed by Clarence K. Colley, Nashville; rehabbed 1981-1983; designated Local Landmark[12]","Tennessee",NA,NA,NA
"1402",11,"Nashville East","Nashville",NA,"January 31, 1912","$25,000","206 Gallatin Rd.","Built 1917-1919, still in use as a public library; listed on National Register of Historic Places, 1982; designed by Clarence K. Colley, Nashville; restored 1998-2000; designated Local Landmark[13]","Tennessee",NA,NA,NA
"1403",12,"Nashville Negro Branch","Nashville",NA,"January 31, 1912","$25,000","220 12th Ave. N.","Built 1916-1918; closed 1949, demolished ca.1969; designed by Clarence K. Colley and Robert Sharp, Nashville[14]","Tennessee",NA,NA,NA
"1404",13,"Union City","Union City",NA,"Apr 8, 1910","$10,000","","Built 1910; demolished by WPA, 1938; designed by Henry D. Whitfield, NYC[15]","Tennessee",NA,NA,NA
"1405",1,"Abilene","Abilene",NA,"Mar 9, 1907","$17,500","","Building demolished in 1958","Texas",NA,NA,NA
"1406",2,"Ballinger","Ballinger",NA,"Feb 10, 1908","$17,500","204 N 8th St","Still a public library","Texas",NA,NA,NA
"1407",3,"Belton","Belton",NA,"Feb 2, 1903","$10,000","201 N Main St","Now the Bell County Museum","Texas",NA,NA,NA
"1408",4,"Brownwood","Brownwood",NA,"Mar 27, 1903","$15,000","","Building demolished in 1965","Texas",NA,NA,NA
"1409",5,"Bryan","Bryan",NA,"Apr 11, 1902","$10,000","111 S Main St","Now the Carnegie Center of Brazos Valley History","Texas",NA,NA,NA
"1410",6,"Clarksville","Clarksville",NA,"Sep 5, 1902","$10,000","","Building destroyed by fire in 1980","Texas",NA,NA,NA
"1411",7,"Cleburne","Cleburne",NA,"Apr 13, 1903","$20,000","201 N Caddo St","Now the Layland Museum","Texas",NA,NA,NA
"1412",8,"Corsicana","Corsicana",NA,"Mar 16, 1904","$25,000","","Building demolished in 1967","Texas",NA,NA,NA
"1413",9,"Dallas Main","Dallas",NA,"Aug 23, 1899","$76,000","Commerce & Harwood Streets","Building demolished in 1954","Texas",NA,NA,NA
"1414",10,"Dallas Branch","Dallas",NA,"Aug 23, 1899","—","","Building demolished","Texas",NA,NA,NA
"1415",11,"El Paso","El Paso",NA,"Jan 9, 1902","$37,500","","Building demolished in 1968","Texas",NA,NA,NA
"1416",12,"Fort Worth","Fort Worth",NA,"Jun 30, 1899","$50,000","W 9th St and Throckmorton St","Building demolished in 1937","Texas",NA,NA,NA
"1417",13,"Franklin","Franklin",NA,"Apr 2, 1913","$7,500","315 E Decherd","Now the Robertson County Public Library","Texas",NA,NA,NA
"1418",14,"Gainesville","Gainesville",NA,"Apr 3, 1912","$15,000","201 S Denton St","Now the Butterfield Stage","Texas",NA,NA,NA
